record_id,building_id,date,electricity_kwh,natural_gas_kwh,renewable_kwh,peak_demand_kw,occupancy_rate,operating_hours,is_statistical_outlier
35093,B020,2021-01-14,4976.49,1077.96,0.0,539.84,0.712,11.0,False
35094,B020,2021-01-15,5003.73,1177.52,0.0,595.16,0.743,11.0,False
35095,B020,2021-01-16,3011.7,774.76,0.0,1370.47,0.131,1.0,False
35096,B020,2021-01-17,3555.41,1059.13,0.0,1480.49,0.107,1.0,False
35097,B020,2021-01-18,4896.75,919.68,0.0,568.41,0.768,11.0,False
35098,B020,2021-01-19,5342.96,1416.81,0.0,644.61,0.842,11.0,False
35099,B020,2021-01-20,6175.62,2238.62,0.0,721.32,0.869,11.0,False
35100,B020,2021-01-21,5038.67,970.04,0.0,637.95,0.781,11.0,False
35101,B020,2021-01-22,4428.08,1104.47,0.0,468.57,0.729,11.0,False
35102,B020,2021-01-23,2862.58,568.09,0.0,1205.64,0.06,1.0,False
35103,B020,2021-01-24,3068.5,698.92,0.0,1246.18,0.066,1.0,False
35104,B020,2021-01-25,5100.04,678.62,0.0,621.0,0.672,11.0,False
35105,B020,2021-01-26,4932.86,1374.31,0.0,572.71,0.754,11.0,False
35106,B020,2021-01-27,5359.26,1385.71,0.0,561.87,0.704,11.0,False
35107,B020,2021-01-28,4783.96,1036.26,0.0,582.66,0.72,11.0,False
35108,B020,2021-01-29,5605.7,1546.58,0.0,690.72,0.758,11.0,False
35109,B020,2021-01-30,3747.64,788.87,0.0,1701.92,0.078,1.0,False
35110,B020,2021-01-31,3458.5,1578.47,0.0,1351.94,0.016,1.0,False
35111,B020,2021-02-01,5299.87,1363.39,0.0,674.21,0.65,11.0,False
35112,B020,2021-02-02,5896.95,1524.73,0.0,679.6,0.754,11.0,False
35113,B020,2021-02-03,5103.49,1036.57,0.0,578.61,0.756,11.0,False
35114,B020,2021-02-04,5539.18,1673.4,0.0,589.35,0.878,11.0,False
35115,B020,2021-02-05,5099.04,1005.84,0.0,571.52,0.752,11.0,False
35116,B020,2021-02-06,3291.73,908.17,0.0,1411.1,0.084,1.0,False
35117,B020,2021-02-07,3384.29,787.86,0.0,1488.25,0.04,1.0,False
35118,B020,2021-02-08,5280.43,1289.8,0.0,555.35,0.716,11.0,False
35119,B020,2021-02-09,4763.63,1008.53,0.0,566.88,0.816,11.0,False
35120,B020,2021-02-10,4585.1,740.36,0.0,567.82,0.684,11.0,False
35121,B020,2021-02-11,4751.1,1070.3,0.0,503.32,0.743,11.0,False
35122,B020,2021-02-12,4430.43,832.1,0.0,479.07,0.853,11.0,False
35123,B020,2021-02-13,3403.17,758.18,0.0,1351.86,0.101,1.0,False
35124,B020,2021-02-14,3310.42,855.95,0.0,1530.17,0.101,1.0,False
35125,B020,2021-02-15,5271.79,1233.93,0.0,601.92,0.735,11.0,False
35126,B020,2021-02-16,5675.44,1364.47,0.0,720.81,0.712,11.0,False
35127,B020,2021-02-17,5003.54,951.49,0.0,633.81,0.755,11.0,False
35128,B020,2021-02-18,5426.73,1155.54,0.0,668.53,0.708,11.0,False
35129,B020,2021-02-19,5469.31,1428.57,0.0,609.52,0.801,11.0,False
35130,B020,2021-02-20,3362.01,757.37,0.0,1513.94,0.04,1.0,False
35131,B020,2021-02-21,3627.87,1085.79,0.0,1410.82,0.033,1.0,False
35132,B020,2021-02-22,5373.79,1164.02,0.0,661.93,0.857,11.0,False
35133,B020,2021-02-23,4966.27,1009.35,0.0,575.46,0.782,11.0,False
35134,B020,2021-02-24,4157.1,461.9,0.0,452.53,0.695,11.0,False
35135,B020,2021-02-25,4534.06,588.85,0.0,520.06,0.765,11.0,False
35136,B020,2021-02-26,5056.04,1274.23,0.0,622.75,0.739,11.0,False
35137,B020,2021-02-27,3116.57,563.56,0.0,1302.13,0.017,1.0,False
35138,B020,2021-02-28,3038.01,535.34,0.0,1293.64,0.029,1.0,False
35139,B020,2021-03-01,5097.89,999.55,0.0,588.52,0.796,11.0,False
35140,B020,2021-03-02,4955.05,942.27,0.0,520.77,0.763,11.0,False
35141,B020,2021-03-03,5122.32,1004.34,0.0,641.44,0.75,11.0,False
35142,B020,2021-03-04,4979.82,553.31,0.0,540.88,0.686,11.0,False
35143,B020,2021-03-05,5785.92,1113.9,0.0,667.1,0.822,11.0,False
35144,B020,2021-03-06,2960.44,441.93,0.0,1366.63,0.0,1.0,False
35145,B020,2021-03-07,3633.27,1113.01,0.0,1583.33,0.034,1.0,False
35146,B020,2021-03-08,4274.71,510.28,0.0,498.2,0.659,11.0,False
35147,B020,2021-03-09,5322.04,591.34,0.0,652.95,0.775,11.0,False
35148,B020,2021-03-10,5191.75,1073.96,0.0,556.04,0.718,11.0,False
35149,B020,2021-03-11,4903.42,852.81,0.0,520.33,0.776,11.0,False
35150,B020,2021-03-12,4365.14,534.74,0.0,512.31,0.737,11.0,False
35151,B020,2021-03-13,2984.01,416.25,0.0,1163.34,0.074,1.0,False
35152,B020,2021-03-14,3227.04,371.84,0.0,1272.56,0.062,1.0,False
35153,B020,2021-03-15,4399.25,647.09,0.0,516.22,0.701,11.0,False
35154,B020,2021-03-16,5771.37,641.26,0.0,698.39,0.791,11.0,False
35155,B020,2021-03-17,5126.39,810.58,0.0,577.19,0.765,11.0,False
35156,B020,2021-03-18,6736.24,748.47,0.0,824.28,0.902,11.0,False
35157,B020,2021-03-19,5186.03,576.23,0.0,555.75,0.665,11.0,False
35158,B020,2021-03-20,3688.9,409.88,0.0,1627.17,0.113,1.0,False
35159,B020,2021-03-21,3555.32,566.13,0.0,1464.48,0.129,1.0,False
35160,B020,2021-03-22,5540.11,615.57,0.0,634.23,0.72,11.0,False
35161,B020,2021-03-23,5517.37,613.04,0.0,675.62,0.777,11.0,False
35162,B020,2021-03-24,5230.02,1056.68,0.0,642.15,0.813,11.0,False
35163,B020,2021-03-25,4817.28,772.46,0.0,531.31,0.818,11.0,False
35164,B020,2021-03-26,5151.7,572.41,0.0,617.01,0.672,11.0,False
35165,B020,2021-03-27,2944.69,327.19,0.0,1196.38,0.075,1.0,False
35166,B020,2021-03-28,2885.77,320.64,0.0,1130.91,0.152,1.0,False
35167,B020,2021-03-29,6332.22,703.58,0.0,780.37,0.806,11.0,False
35168,B020,2021-03-30,4661.28,527.49,0.0,550.76,0.757,11.0,False
35169,B020,2021-03-31,5324.82,591.65,0.0,633.38,0.766,11.0,False
35170,B020,2021-04-01,5206.23,578.47,0.0,624.74,0.765,11.0,False
35171,B020,2021-04-02,5197.26,577.47,0.0,638.72,0.755,11.0,False
35172,B020,2021-04-03,3211.29,430.73,0.0,1454.06,0.04,1.0,False
35173,B020,2021-04-04,3516.81,390.76,0.0,1385.04,0.007,1.0,False
35174,B020,2021-04-05,4664.76,586.12,0.0,487.74,0.726,11.0,False
35175,B020,2021-04-06,5553.81,617.09,0.0,640.07,0.75,11.0,False
35176,B020,2021-04-07,6036.72,670.75,0.0,711.03,0.726,11.0,False
35177,B020,2021-04-08,7048.34,783.15,0.0,771.97,0.734,11.0,False
35178,B020,2021-04-09,5568.32,618.7,0.0,594.37,0.805,11.0,False
35179,B020,2021-04-10,4068.24,452.03,0.0,1610.61,0.077,1.0,False
35180,B020,2021-04-11,3642.88,404.76,0.0,1659.19,0.055,1.0,False
35181,B020,2021-04-12,7151.91,794.66,0.0,782.89,0.771,11.0,False
35182,B020,2021-04-13,6631.1,736.79,0.0,772.67,0.712,11.0,False
35183,B020,2021-04-14,4751.52,683.37,0.0,546.22,0.747,11.0,False
35184,B020,2021-04-15,7163.3,795.92,0.0,880.2,0.763,11.0,False
35185,B020,2021-04-16,5717.14,635.24,0.0,655.69,0.721,11.0,False
35186,B020,2021-04-17,4607.8,511.98,0.0,1839.06,0.111,1.0,False
35187,B020,2021-04-18,4149.38,461.04,0.0,1704.65,0.055,1.0,False
35188,B020,2021-04-19,5298.3,588.7,0.0,640.79,0.725,11.0,False
35189,B020,2021-04-20,6270.12,696.68,0.0,758.0,0.712,11.0,False
35190,B020,2021-04-21,6439.29,715.48,0.0,725.25,0.715,11.0,False
35191,B020,2021-04-22,7408.24,823.14,0.0,917.25,0.701,11.0,False
35192,B020,2021-04-23,6849.77,761.09,0.0,845.07,0.803,11.0,False
35193,B020,2021-04-24,5593.37,621.49,0.0,2396.52,0.079,1.0,False
35194,B020,2021-04-25,4067.35,451.93,0.0,1765.34,0.063,1.0,False
35195,B020,2021-04-26,7299.2,811.02,0.0,816.27,0.738,11.0,False
35196,B020,2021-04-27,6453.45,717.05,0.0,749.17,0.679,11.0,False
35197,B020,2021-04-28,7547.69,838.63,0.0,874.54,0.782,11.0,False
35198,B020,2021-04-29,7673.53,852.61,0.0,944.98,0.709,11.0,False
35199,B020,2021-04-30,8668.19,963.13,0.0,1035.11,0.685,11.0,False
35200,B020,2021-05-01,5833.0,648.11,0.0,2536.51,0.112,1.0,False
35201,B020,2021-05-02,4939.12,548.79,0.0,2077.44,0.067,1.0,False
35202,B020,2021-05-03,7903.07,878.12,0.0,952.78,0.629,11.0,False
35203,B020,2021-05-04,7540.77,837.86,0.0,893.63,0.695,11.0,False
35204,B020,2021-05-05,8935.9,992.88,0.0,1022.3,0.803,11.0,False
35205,B020,2021-05-06,6725.84,747.32,0.0,745.97,0.754,11.0,False
35206,B020,2021-05-07,8724.1,969.34,0.0,1085.89,0.714,11.0,False
35207,B020,2021-05-08,5666.49,629.61,0.0,2420.95,0.085,1.0,False
35208,B020,2021-05-09,5482.71,609.19,0.0,2453.85,0.007,1.0,False
35209,B020,2021-05-10,8181.73,909.08,0.0,920.61,0.74,11.0,False
35210,B020,2021-05-11,7179.62,797.74,0.0,778.91,0.869,11.0,False
35211,B020,2021-05-12,8601.29,955.7,0.0,1000.01,0.854,11.0,False
35212,B020,2021-05-13,7194.4,799.38,0.0,876.96,0.726,11.0,False
35213,B020,2021-05-14,9096.94,1010.77,0.0,980.79,0.752,11.0,False
35214,B020,2021-05-15,6044.14,671.57,0.0,2779.45,0.093,1.0,False
35215,B020,2021-05-16,6294.3,699.37,0.0,2918.64,0.114,1.0,False
35216,B020,2021-05-17,7419.31,824.37,0.0,851.72,0.731,11.0,False
35217,B020,2021-05-18,8223.71,913.75,0.0,867.82,0.732,11.0,False
35218,B020,2021-05-19,10415.67,1157.3,0.0,1168.28,0.735,11.0,False
35219,B020,2021-05-20,7714.04,857.12,0.0,855.76,0.688,11.0,False
35220,B020,2021-05-21,10256.16,1139.57,0.0,1273.75,0.697,11.0,False
35221,B020,2021-05-22,6842.74,760.3,0.0,3093.55,0.058,1.0,False
35222,B020,2021-05-23,6952.77,772.53,0.0,3239.69,0.028,1.0,False
35223,B020,2021-05-24,9694.91,1077.21,0.0,1145.79,0.733,11.0,False
35224,B020,2021-05-25,8623.39,958.15,0.0,1021.44,0.782,11.0,False
35225,B020,2021-05-26,10532.22,1170.25,0.0,1269.98,0.755,11.0,False
35226,B020,2021-05-27,9795.41,1088.38,0.0,1047.2,0.732,11.0,False
35227,B020,2021-05-28,10422.42,1158.05,0.0,1219.82,0.826,11.0,False
35228,B020,2021-05-29,6277.77,697.53,0.0,2438.2,0.108,1.0,False
35229,B020,2021-05-30,5994.64,666.07,0.0,2644.33,0.055,1.0,False
35230,B020,2021-05-31,8285.14,920.57,0.0,992.64,0.711,11.0,False
35231,B020,2021-06-01,11059.71,1228.86,0.0,1283.74,0.764,11.0,False
35232,B020,2021-06-02,9572.75,1063.64,0.0,1179.6,0.739,11.0,False
35233,B020,2021-06-03,8153.1,905.9,0.0,877.94,0.723,11.0,False
35234,B020,2021-06-04,9984.0,1109.33,0.0,1212.01,0.725,11.0,False
35235,B020,2021-06-05,6755.78,750.64,0.0,3129.18,0.068,1.0,False
35236,B020,2021-06-06,5173.58,574.84,0.0,2195.25,0.038,1.0,False
35237,B020,2021-06-07,10036.36,1115.15,0.0,1241.33,0.72,11.0,False
35238,B020,2021-06-08,9250.99,1027.89,0.0,1072.4,0.759,11.0,False
35239,B020,2021-06-09,10329.25,1147.69,0.0,1115.76,0.789,11.0,False
35240,B020,2021-06-10,12423.7,1380.41,0.0,1300.07,0.947,11.0,False
35241,B020,2021-06-11,7600.9,844.54,0.0,859.27,0.733,11.0,False
35242,B020,2021-06-12,8262.75,918.08,0.0,3371.15,0.128,1.0,False
35243,B020,2021-06-13,6910.15,767.79,0.0,2729.99,0.111,1.0,False
35244,B020,2021-06-14,9343.88,1038.21,0.0,1048.85,0.738,11.0,False
35245,B020,2021-06-15,10067.01,1118.56,0.0,1085.29,0.662,11.0,False
35246,B020,2021-06-16,9755.49,1083.94,0.0,1061.63,0.746,11.0,False
35247,B020,2021-06-17,10186.49,1131.83,0.0,1228.16,0.69,11.0,False
35248,B020,2021-06-18,9730.59,1081.18,0.0,1235.38,0.734,11.0,False
35249,B020,2021-06-19,7507.13,834.13,0.0,2959.01,0.041,1.0,False
35250,B020,2021-06-20,6495.24,721.69,0.0,2551.33,0.08,1.0,False
35251,B020,2021-06-21,8324.8,924.98,0.0,1002.12,0.698,11.0,False
35252,B020,2021-06-22,9735.34,1081.7,0.0,1177.47,0.764,11.0,False
35253,B020,2021-06-23,10686.63,1187.4,0.0,1212.46,0.764,11.0,False
35254,B020,2021-06-24,10799.49,1199.94,0.0,1218.2,0.746,11.0,False
35255,B020,2021-06-25,17508.65,1170.33,0.0,1859.15,0.771,11.0,True
35256,B020,2021-06-26,6046.86,671.87,0.0,2775.32,0.041,1.0,False
35257,B020,2021-06-27,7606.98,845.22,0.0,3267.8,0.0,1.0,False
35258,B020,2021-06-28,11215.02,1246.11,0.0,1212.87,0.738,11.0,False
35259,B020,2021-06-29,10950.52,1216.72,0.0,1231.07,0.727,11.0,False
35260,B020,2021-06-30,10967.93,1218.66,0.0,1384.4,0.796,11.0,False
35261,B020,2021-07-01,11747.59,1305.29,0.0,1428.35,0.769,11.0,False
35262,B020,2021-07-02,9974.77,1108.31,0.0,1096.49,0.806,11.0,False
35263,B020,2021-07-03,7426.93,825.21,0.0,3253.28,0.046,1.0,False
35264,B020,2021-07-04,7554.89,839.43,0.0,3090.64,0.013,1.0,False
35265,B020,2021-07-05,12192.73,1354.75,0.0,1309.94,0.808,11.0,False
35266,B020,2021-07-06,12251.89,1361.32,0.0,1546.16,0.794,11.0,False
35267,B020,2021-07-07,11345.69,1260.63,0.0,1351.14,0.791,11.0,False
35268,B020,2021-07-08,11729.17,1303.24,0.0,1392.54,0.761,11.0,False
35269,B020,2021-07-09,11174.61,1241.62,0.0,1395.96,0.746,11.0,False
35270,B020,2021-07-10,7654.49,850.5,0.0,3212.53,0.08,1.0,False
35271,B020,2021-07-11,7052.77,783.64,0.0,2862.46,0.072,1.0,False
35272,B020,2021-07-12,12616.78,1401.86,0.0,1469.43,0.805,11.0,False
35273,B020,2021-07-13,10840.0,1204.44,0.0,1366.2,0.756,11.0,False
35274,B020,2021-07-14,11924.8,1036.57,0.0,1397.27,0.744,11.0,False
35275,B020,2021-07-15,11182.76,1242.53,0.0,1257.89,0.763,11.0,False
35276,B020,2021-07-16,10784.9,1198.32,0.0,1368.97,0.736,11.0,False
35277,B020,2021-07-17,6317.91,701.99,0.0,2594.59,0.019,1.0,False
35278,B020,2021-07-18,7302.72,811.41,0.0,3191.9,0.138,1.0,False
35279,B020,2021-07-19,11338.27,1259.81,0.0,1410.09,0.83,11.0,False
35280,B020,2021-07-20,11943.19,1327.02,0.0,1442.42,0.775,11.0,False
35281,B020,2021-07-21,11559.98,1284.44,0.0,1341.05,0.765,11.0,False
35282,B020,2021-07-22,9995.04,1110.56,0.0,1120.81,0.712,11.0,False
35283,B020,2021-07-23,11583.66,1287.07,0.0,1297.47,0.693,11.0,False
35284,B020,2021-07-24,7195.4,799.49,0.0,3028.67,0.0,1.0,False
35285,B020,2021-07-25,7686.24,854.03,0.0,3276.04,0.091,1.0,False
35286,B020,2021-07-26,10111.36,1123.48,0.0,1117.29,0.823,11.0,False
35287,B020,2021-07-27,11833.56,1314.84,0.0,1322.35,0.778,11.0,False
35288,B020,2021-07-28,11494.33,1277.15,0.0,1393.73,0.758,11.0,False
35289,B020,2021-07-29,10802.07,1200.23,0.0,1178.7,0.694,11.0,False
35290,B020,2021-07-30,9634.1,1070.46,0.0,1152.14,0.705,11.0,False
35291,B020,2021-07-31,7790.59,865.62,0.0,3356.97,0.125,1.0,False
35292,B020,2021-08-01,7255.14,806.13,0.0,3216.4,0.123,1.0,False
35293,B020,2021-08-02,10310.57,1145.62,0.0,1169.6,0.682,11.0,False
35294,B020,2021-08-03,10815.01,1201.67,0.0,1268.93,0.805,11.0,False
35295,B020,2021-08-04,11811.45,1036.57,0.0,1429.46,0.725,11.0,False
35296,B020,2021-08-05,9748.44,1083.16,0.0,1228.57,0.715,11.0,False
35297,B020,2021-08-06,10371.06,1152.34,0.0,1111.02,0.72,11.0,False
35298,B020,2021-08-07,8140.26,904.47,0.0,3208.53,0.103,1.0,False
35299,B020,2021-08-08,6568.11,729.79,0.0,2607.27,0.019,1.0,False
35300,B020,2021-08-09,11808.17,1312.02,0.0,1340.22,0.782,11.0,False
35301,B020,2021-08-10,10584.97,1176.11,0.0,1210.91,0.756,11.0,False
35302,B020,2021-08-11,11131.31,1236.81,0.0,1307.33,0.762,11.0,False
35303,B020,2021-08-12,12093.95,1343.77,0.0,1334.93,0.725,11.0,False
35304,B020,2021-08-13,9487.95,1054.22,0.0,1172.22,0.73,11.0,False
35305,B020,2021-08-14,8951.74,994.64,0.0,3448.18,0.133,1.0,False
35306,B020,2021-08-15,5744.51,638.28,0.0,2669.02,0.082,1.0,False
35307,B020,2021-08-16,10564.8,1173.87,0.0,1317.15,0.788,11.0,False
35308,B020,2021-08-17,11051.38,1227.93,0.0,1232.69,0.713,11.0,False
35309,B020,2021-08-18,11144.04,1238.23,0.0,1315.16,0.805,11.0,False
35310,B020,2021-08-19,9825.26,1091.7,0.0,1178.67,0.7555000000000001,11.0,False
35311,B020,2021-08-20,11401.75,1266.86,0.0,1242.97,0.829,11.0,False
35312,B020,2021-08-21,7969.4,885.49,0.0,3718.46,0.038,1.0,False
35313,B020,2021-08-22,6244.24,693.8,0.0,2485.28,0.023,1.0,False
35314,B020,2021-08-23,10844.6,1204.96,0.0,1153.96,0.781,11.0,False
35315,B020,2021-08-24,10426.11,1158.46,0.0,1264.92,0.775,11.0,False
35316,B020,2021-08-25,9294.41,1032.71,0.0,1144.1,0.684,11.0,False
35317,B020,2021-08-26,11818.84,1313.2,0.0,1280.88,0.724,11.0,False
35318,B020,2021-08-27,10585.78,1176.2,0.0,1146.76,0.761,11.0,False
35319,B020,2021-08-28,6509.02,663.15,0.0,2617.75,0.072,1.0,False
35320,B020,2021-08-29,6195.36,688.37,0.0,2683.99,0.071,1.0,False
35321,B020,2021-08-30,10707.76,1189.75,0.0,1253.91,0.727,11.0,False
35322,B020,2021-08-31,9797.46,1088.61,0.0,1151.65,0.815,11.0,False
35323,B020,2021-09-01,11129.28,1236.59,0.0,1180.13,0.688,11.0,False
35324,B020,2021-09-02,11133.89,1237.1,0.0,1339.58,0.811,11.0,False
35325,B020,2021-09-03,9239.15,1026.57,0.0,1027.86,0.76,11.0,False
35326,B020,2021-09-04,7610.53,845.61,0.0,3205.5,0.082,1.0,False
35327,B020,2021-09-05,7375.78,819.53,0.0,2939.38,0.049,1.0,False
35328,B020,2021-09-06,10696.96,1188.55,0.0,1242.76,0.83,11.0,False
35329,B020,2021-09-07,12125.91,1347.32,0.0,1340.18,0.763,11.0,False
35330,B020,2021-09-08,8331.82,925.76,0.0,987.91,0.661,11.0,False
35331,B020,2021-09-09,9240.41,1026.71,0.0,1008.81,0.746,11.0,False
35332,B020,2021-09-10,9581.0,1064.56,0.0,1019.22,0.775,11.0,False
35333,B020,2021-09-11,6867.44,663.15,0.0,3108.67,0.048,1.0,False
35334,B020,2021-09-12,6653.31,739.26,0.0,2807.83,0.0,1.0,False
35335,B020,2021-09-13,8188.99,909.89,0.0,902.82,0.689,11.0,False
35336,B020,2021-09-14,9419.5,1046.61,0.0,1175.79,0.699,11.0,False
35337,B020,2021-09-15,9864.47,1096.05,0.0,1184.4,0.803,11.0,False
35338,B020,2021-09-16,8994.75,999.42,0.0,1057.8,0.749,11.0,False
35339,B020,2021-09-17,7766.57,862.95,0.0,871.63,0.798,11.0,False
35340,B020,2021-09-18,5174.42,574.94,0.0,2252.63,0.073,1.0,False
35341,B020,2021-09-19,5996.64,666.29,0.0,2324.54,0.051,1.0,False
35342,B020,2021-09-20,8196.32,910.7,0.0,1029.27,0.678,11.0,False
35343,B020,2021-09-21,9095.78,1010.64,0.0,1060.46,0.757,11.0,False
35344,B020,2021-09-22,8363.58,929.29,0.0,1016.89,0.72,11.0,False
35345,B020,2021-09-23,9133.08,1014.79,0.0,1157.23,0.742,11.0,False
35346,B020,2021-09-24,8025.56,891.73,0.0,866.23,0.815,11.0,False
35347,B020,2021-09-25,4851.13,539.01,0.0,1959.51,0.016,1.0,False
35348,B020,2021-09-26,5840.12,648.9,0.0,2339.12,0.144,1.0,False
35349,B020,2021-09-27,9625.31,1069.48,0.0,1012.17,0.745,11.0,False
35350,B020,2021-09-28,7568.58,840.95,0.0,845.38,0.81,11.0,False
35351,B020,2021-09-29,7005.79,863.43,0.0,937.17,0.743,11.0,False
35352,B020,2021-09-30,6988.42,776.49,0.0,779.25,0.701,11.0,False
35353,B020,2021-10-01,8153.37,905.93,0.0,1005.75,0.758,11.0,False
35354,B020,2021-10-02,4607.04,511.89,0.0,2079.46,0.0,1.0,False
35355,B020,2021-10-03,5196.59,577.4,0.0,2205.16,0.057,1.0,False
35356,B020,2021-10-04,7734.31,859.37,0.0,821.96,0.721,11.0,False
35357,B020,2021-10-05,7888.34,876.48,0.0,890.49,0.717,11.0,False
35358,B020,2021-10-06,8261.59,917.95,0.0,944.4,0.808,11.0,False
35359,B020,2021-10-07,7809.16,867.68,0.0,934.37,0.804,11.0,False
35360,B020,2021-10-08,6696.41,744.05,0.0,836.55,0.689,11.0,False
35361,B020,2021-10-09,4871.52,541.28,0.0,1899.22,0.082,1.0,False
35362,B020,2021-10-10,5204.59,578.29,0.0,2242.92,0.023,1.0,False
35363,B020,2021-10-11,9528.91,1058.77,0.0,1081.68,0.753,11.0,False
35364,B020,2021-10-12,7394.6,821.62,0.0,800.12,0.832,11.0,False
35365,B020,2021-10-13,7260.64,806.74,0.0,911.19,0.747,11.0,False
35366,B020,2021-10-14,7676.92,852.99,0.0,956.67,0.719,11.0,False
35367,B020,2021-10-15,7763.13,862.57,0.0,897.56,0.752,11.0,False
35368,B020,2021-10-16,3889.18,432.13,0.0,1601.7,0.072,1.0,False
35369,B020,2021-10-17,5676.54,630.73,0.0,2221.9,0.078,1.0,False
35370,B020,2021-10-18,7539.86,837.76,0.0,869.13,0.734,11.0,False
35371,B020,2021-10-19,7841.03,871.23,0.0,884.22,0.71,11.0,False
35372,B020,2021-10-20,6924.56,769.4,0.0,840.51,0.747,11.0,False
35373,B020,2021-10-21,5884.11,653.79,0.0,686.8,0.761,11.0,False
35374,B020,2021-10-22,6267.46,696.38,0.0,707.69,0.735,11.0,False
35375,B020,2021-10-23,4951.96,550.22,0.0,2048.69,0.039,1.0,False
35376,B020,2021-10-24,4477.35,497.48,0.0,2066.2,0.08,1.0,False
35377,B020,2021-10-25,6274.37,697.15,0.0,737.43,0.68,11.0,False
35378,B020,2021-10-26,6225.13,691.68,0.0,708.57,0.665,11.0,False
35379,B020,2021-10-27,5846.11,649.57,0.0,727.21,0.732,11.0,False
35380,B020,2021-10-28,5991.06,665.67,0.0,760.39,0.794,11.0,False
35381,B020,2021-10-29,6849.77,584.55,0.0,605.71,0.793,11.0,False
35382,B020,2021-10-30,4418.62,490.96,0.0,1956.75,0.03,1.0,False
35383,B020,2021-10-31,3205.32,356.15,0.0,1477.02,0.05,1.0,False
35384,B020,2021-11-01,5529.14,614.35,0.0,605.88,0.83,11.0,False
35385,B020,2021-11-02,5996.41,666.27,0.0,727.91,0.832,11.0,False
35386,B020,2021-11-03,6513.3,723.7,0.0,804.68,0.742,11.0,False
35387,B020,2021-11-04,4546.8,505.2,0.0,520.01,0.718,11.0,False
35388,B020,2021-11-05,4262.13,473.57,0.0,515.24,0.73,11.0,False
35389,B020,2021-11-06,4278.87,475.43,0.0,1651.53,0.035,1.0,False
35390,B020,2021-11-07,3200.63,355.63,0.0,1400.78,0.072,1.0,False
35391,B020,2021-11-08,4397.81,715.05,0.0,521.99,0.715,11.0,False
35392,B020,2021-11-09,5519.96,613.33,0.0,583.17,0.664,11.0,False
35393,B020,2021-11-10,4777.38,545.55,0.0,571.63,0.776,11.0,False
35394,B020,2021-11-11,5444.56,604.95,0.0,618.18,0.739,11.0,False
35395,B020,2021-11-12,4836.36,537.37,0.0,525.95,0.84,11.0,False
35396,B020,2021-11-13,2864.56,318.28,0.0,1217.77,0.022,1.0,False
35397,B020,2021-11-14,3268.77,363.2,0.0,1342.94,0.027,1.0,False
35398,B020,2021-11-15,4775.91,707.71,0.0,566.54,0.731,11.0,False
35399,B020,2021-11-16,4604.6,632.4,0.0,516.4,0.756,11.0,False
35400,B020,2021-11-17,5048.18,581.68,0.0,529.14,0.76,11.0,False
35401,B020,2021-11-18,4683.86,756.3,0.0,499.01,0.725,11.0,False
35402,B020,2021-11-19,5777.42,641.94,0.0,665.47,0.78,11.0,False
35403,B020,2021-11-20,3098.21,399.09,0.0,1214.81,0.092,1.0,False
35404,B020,2021-11-21,3362.69,643.42,0.0,1542.55,0.05,1.0,False
35405,B020,2021-11-22,4763.94,711.16,0.0,564.7,0.762,11.0,False
35406,B020,2021-11-23,4909.76,596.32,0.0,591.22,0.761,11.0,False
35407,B020,2021-11-24,5055.61,771.38,0.0,553.04,0.596,11.0,False
35408,B020,2021-11-25,5445.39,627.45,0.0,625.91,0.857,11.0,False
35409,B020,2021-11-26,4646.1,516.23,0.0,519.72,0.643,11.0,False
35410,B020,2021-11-27,3873.7,430.41,0.0,1702.82,0.013,1.0,False
35411,B020,2021-11-28,2850.61,316.73,0.0,1094.48,0.0,1.0,False
35412,B020,2021-11-29,5018.74,1187.41,0.0,529.16,0.768,11.0,False
35413,B020,2021-11-30,4664.64,1010.64,0.0,521.79,0.789,11.0,False
35414,B020,2021-12-01,4722.91,805.26,0.0,513.91,0.83,11.0,False
35415,B020,2021-12-02,4614.37,613.99,0.0,545.39,0.686,11.0,False
35416,B020,2021-12-03,4894.88,1048.28,0.0,535.05,0.737,11.0,False
35417,B020,2021-12-04,3329.04,652.73,0.0,1547.88,0.003,1.0,False
35418,B020,2021-12-05,3576.56,855.3,0.0,1663.67,0.126,1.0,False
35419,B020,2021-12-06,5112.64,1057.59,0.0,627.79,0.765,11.0,False
35420,B020,2021-12-07,5445.28,1010.64,0.0,677.21,0.78,11.0,False
35421,B020,2021-12-08,4837.85,960.08,0.0,508.74,0.723,11.0,False
35422,B020,2021-12-09,5050.3,1272.78,0.0,620.43,0.798,11.0,False
35423,B020,2021-12-10,5168.14,720.92,0.0,620.37,0.819,11.0,False
35424,B020,2021-12-11,3532.35,594.25,0.0,1597.8,0.055,1.0,False
35425,B020,2021-12-12,3038.79,846.62,0.0,1287.33,0.027,1.0,False
35426,B020,2021-12-13,4704.41,928.0,0.0,564.29,0.689,11.0,False
35427,B020,2021-12-14,5583.45,1632.17,0.0,681.05,0.75,11.0,False
35428,B020,2021-12-15,4858.4,662.05,0.0,581.87,0.755,11.0,False
35429,B020,2021-12-16,4350.2,546.6,0.0,502.71,0.784,11.0,False
35430,B020,2021-12-17,4911.82,1051.91,0.0,521.51,0.749,11.0,False
35431,B020,2021-12-18,3660.61,960.98,0.0,1600.06,0.091,1.0,False
35432,B020,2021-12-19,3748.91,954.58,0.0,1441.3,0.137,1.0,False
