date,building_id,electricity_price,gas_price,demand_charge
2022-10-01,B020,0.1352,0.0499,14.87
2022-11-01,B020,0.1422,0.0481,13.46
2022-12-01,B020,0.1386,0.0484,17.92
2023-01-01,B020,0.1411,0.0487,13.32
2023-02-01,B020,0.1359,0.0486,13.79
2023-03-01,B020,0.1409,0.0494,15.1
2023-04-01,B020,0.1379,0.0487,14.11
2023-05-01,B020,0.1372,0.0497,9.04
2023-06-01,B020,0.1406,0.0512,15.04
2023-07-01,B020,0.1377,0.0494,11.27
2023-08-01,B020,0.1401,0.0511,14.64
2023-09-01,B020,0.1439,0.0474,17.91
2023-10-01,B020,0.1399,0.0516,12.22
2023-11-01,B020,0.1464,0.0502,13.94
2023-12-01,B020,0.1421,0.0478,12.01
2024-01-01,B020,0.1437,0.048,15.64
2024-02-01,B020,0.1395,0.0518,10.55
2024-03-01,B020,0.1401,0.0511,14.14
2024-04-01,B020,0.147,0.0497,11.06
2024-05-01,B020,0.144,0.0496,15.42
2024-06-01,B020,0.144,0.0501,15.74
2024-07-01,B020,0.1471,0.0479,17.37
2024-08-01,B020,0.1431,0.0512,10.86
2024-09-01,B020,0.1455,0.0523,15.2
2024-10-01,B020,0.1449,0.051,10.09
2024-11-01,B020,0.1499,0.0505,16.14
2024-12-01,B020,0.1448,0.0505,14.31
2020-01-01,B021,0.2068,0.0454,13.41
2020-02-01,B021,0.2079,0.0461,16.61
2020-03-01,B021,0.2163,0.0449,10.1
2020-04-01,B021,0.207,0.0467,17.74
2020-05-01,B021,0.2095,0.0448,16.08
2020-06-01,B021,0.2061,0.0449,10.57
2020-07-01,B021,0.2184,0.0437,15.93
2020-08-01,B021,0.2111,0.0461,10.9
2020-09-01,B021,0.2153,0.0463,14.19
2020-10-01,B021,0.2191,0.0476,16.5
2020-11-01,B021,0.212,0.0444,10.36
2020-12-01,B021,0.2178,0.0471,13.39
2021-01-01,B021,0.2201,0.047,16.38
2021-02-01,B021,0.2187,0.0448,14.58
2021-03-01,B021,0.2224,0.0451,17.49
2021-04-01,B021,0.2207,0.0463,16.61
2021-05-01,B021,0.211,0.0449,11.64
2021-06-01,B021,0.2113,0.0463,14.53
2021-07-01,B021,0.2186,0.048,14.45
2021-08-01,B021,0.2165,0.045,11.56
2021-09-01,B021,0.2167,0.0484,11.92
2021-10-01,B021,0.2153,0.0484,11.39
2021-11-01,B021,0.222,0.0465,17.68
2021-12-01,B021,0.2234,0.0488,9.91
2022-01-01,B021,0.2214,0.0482,10.29
2022-02-01,B021,0.2269,0.0491,10.13
2022-03-01,B021,0.219,0.0469,14.67
2022-04-01,B021,0.2206,0.0466,9.95
2022-05-01,B021,0.2178,0.049,15.56
2022-06-01,B021,0.2226,0.0477,14.03
2022-07-01,B021,0.2261,0.0485,15.29
2022-08-01,B021,0.2181,0.0461,9.6
2022-09-01,B021,0.2198,0.0497,17.79
2022-10-01,B021,0.2212,0.0473,17.5
2022-11-01,B021,0.2271,0.0474,12.82
2022-12-01,B021,0.2221,0.0499,17.0
2023-01-01,B021,0.2317,0.0504,11.66
2023-02-01,B021,0.2206,0.0507,13.85
2023-03-01,B021,0.2319,0.0488,10.87
2023-04-01,B021,0.2336,0.0486,15.5
2023-05-01,B021,0.2246,0.0493,10.41
2023-06-01,B021,0.2315,0.0504,13.71
2023-07-01,B021,0.2265,0.0481,15.48
2023-08-01,B021,0.2343,0.0498,13.34
2023-09-01,B021,0.2356,0.049,17.16
2023-10-01,B021,0.2309,0.0514,16.3
2023-11-01,B021,0.226,0.0479,12.03
2023-12-01,B021,0.237,0.0507,12.93
2024-01-01,B021,0.2249,0.0487,11.65
2024-02-01,B021,0.2257,0.0484,13.99
2024-03-01,B021,0.2375,0.0513,13.89
2024-04-01,B021,0.2368,0.0487,17.63
2024-05-01,B021,0.2305,0.0494,13.79
2024-06-01,B021,0.2356,0.0522,9.36
2024-07-01,B021,0.2275,0.0485,13.54
2024-08-01,B021,0.2325,0.0522,14.92
2024-09-01,B021,0.2323,0.0496,12.62
2024-10-01,B021,0.2337,0.0527,14.33
2024-11-01,B021,0.2392,0.0506,9.69
2024-12-01,B021,0.2348,0.05,9.87
2020-01-01,B022,0.1084,0.0449,15.81
2020-02-01,B022,0.1086,0.0434,9.21
2020-03-01,B022,0.1098,0.0463,14.5
2020-04-01,B022,0.1133,0.0473,9.94
2020-05-01,B022,0.1089,0.0449,9.67
2020-06-01,B022,0.1141,0.0468,15.04
2020-07-01,B022,0.1104,0.0446,11.68
2020-08-01,B022,0.1131,0.0435,14.2
2020-09-01,B022,0.1099,0.0436,9.17
2020-10-01,B022,0.1132,0.0455,12.33
2020-11-01,B022,0.1126,0.0479,9.63
2020-12-01,B022,0.1148,0.0438,14.22
2021-01-01,B022,0.1156,0.0482,12.3
2021-02-01,B022,0.1156,0.0458,16.07
2021-03-01,B022,0.1101,0.047,15.04
2021-04-01,B022,0.1164,0.0452,13.61
2021-05-01,B022,0.1122,0.0457,17.93
2021-06-01,B022,0.1115,0.0452,15.61
2021-07-01,B022,0.1158,0.0465,17.22
2021-08-01,B022,0.1154,0.0448,9.74
2021-09-01,B022,0.1143,0.0492,10.49
2021-10-01,B022,0.1142,0.0488,11.31
2021-11-01,B022,0.1156,0.0471,16.78
2021-12-01,B022,0.1162,0.0481,13.28
2022-01-01,B022,0.1146,0.0478,11.75
2022-02-01,B022,0.1192,0.0461,13.73
2022-03-01,B022,0.1127,0.0485,9.97
2022-04-01,B022,0.1157,0.0484,14.86
2022-05-01,B022,0.1183,0.0486,15.83
2022-06-01,B022,0.1199,0.0464,12.6
2022-07-01,B022,0.1169,0.05,10.37
2022-08-01,B022,0.115,0.0461,11.0
2022-09-01,B022,0.1154,0.0463,9.77
2022-10-01,B022,0.1199,0.0487,12.67
2022-11-01,B022,0.1145,0.0476,14.55
2022-12-01,B022,0.1148,0.0471,14.75
2023-01-01,B022,0.1211,0.0477,15.76
2023-02-01,B022,0.1162,0.0487,16.76
2023-03-01,B022,0.1153,0.0474,17.14
2023-04-01,B022,0.1204,0.0504,12.47
2023-05-01,B022,0.1205,0.0484,14.37
2023-06-01,B022,0.1178,0.0498,9.58
2023-07-01,B022,0.1231,0.0483,12.06
2023-08-01,B022,0.1232,0.0467,17.42
2023-09-01,B022,0.12,0.0483,16.95
2023-10-01,B022,0.1215,0.0498,11.38
2023-11-01,B022,0.1196,0.0499,13.91
2023-12-01,B022,0.1208,0.0493,9.36
2024-01-01,B022,0.1192,0.0511,10.49
2024-02-01,B022,0.1213,0.052,12.35
2024-03-01,B022,0.124,0.0505,11.88
2024-04-01,B022,0.1251,0.0481,17.59
2024-05-01,B022,0.1209,0.0507,10.73
2024-06-01,B022,0.1213,0.0505,15.04
2024-07-01,B022,0.1206,0.0492,17.56
2024-08-01,B022,0.1208,0.0485,15.68
2024-09-01,B022,0.1238,0.0483,9.58
2024-10-01,B022,0.1224,0.0504,12.45
2024-11-01,B022,0.1219,0.0518,11.33
2024-12-01,B022,0.1255,0.0517,9.89
2020-01-01,B023,0.129,0.0445,9.84
2020-02-01,B023,0.1272,0.0432,12.46
2020-03-01,B023,0.1283,0.0442,12.9
2020-04-01,B023,0.1322,0.0444,17.13
2020-05-01,B023,0.1343,0.0463,16.21
2020-06-01,B023,0.1285,0.0453,14.6
2020-07-01,B023,0.1284,0.0433,12.33
2020-08-01,B023,0.1296,0.0471,14.21
2020-09-01,B023,0.1337,0.0453,17.25
2020-10-01,B023,0.131,0.0455,10.05
2020-11-01,B023,0.1359,0.0476,9.73
2020-12-01,B023,0.1303,0.0478,16.38
2021-01-01,B023,0.1322,0.0439,13.28
2021-02-01,B023,0.1352,0.0463,12.32
2021-03-01,B023,0.1325,0.0457,17.16
2021-04-01,B023,0.1366,0.0486,11.55
2021-05-01,B023,0.136,0.0458,16.51
2021-06-01,B023,0.1312,0.0456,16.9
2021-07-01,B023,0.1328,0.0478,17.12
2021-08-01,B023,0.1379,0.0477,11.88
2021-09-01,B023,0.1385,0.0489,13.56
2021-10-01,B023,0.1365,0.046,17.25
2021-11-01,B023,0.1332,0.0448,13.65
2021-12-01,B023,0.1395,0.0462,9.25
2022-01-01,B023,0.1349,0.0488,10.52
2022-02-01,B023,0.1328,0.0495,9.96
2022-03-01,B023,0.1387,0.0454,12.84
2022-04-01,B023,0.1392,0.0463,13.43
2022-05-01,B023,0.14,0.0479,14.43
2022-06-01,B023,0.1386,0.0489,13.54
2022-07-01,B023,0.1356,0.0489,11.87
2022-08-01,B023,0.1387,0.0484,11.47
2022-09-01,B023,0.1408,0.0465,16.24
2022-10-01,B023,0.1356,0.0477,10.55
2022-11-01,B023,0.1399,0.0458,9.8
2022-12-01,B023,0.1394,0.048,17.07
2023-01-01,B023,0.1361,0.0479,15.1
2023-02-01,B023,0.1441,0.0481,9.05
2023-03-01,B023,0.138,0.0471,13.89
2023-04-01,B023,0.1377,0.0495,9.49
2023-05-01,B023,0.1386,0.0467,16.01
2023-06-01,B023,0.1393,0.0473,17.49
2023-07-01,B023,0.1405,0.0487,17.54
2023-08-01,B023,0.1403,0.0481,10.07
2023-09-01,B023,0.138,0.0485,14.32
2023-10-01,B023,0.1435,0.048,13.81
2023-11-01,B023,0.1462,0.0472,9.11
2023-12-01,B023,0.144,0.0488,16.34
2024-01-01,B023,0.1469,0.0505,14.91
2024-02-01,B023,0.1459,0.0513,14.62
2024-03-01,B023,0.1478,0.0472,15.25
2024-04-01,B023,0.1443,0.0479,17.91
2024-05-01,B023,0.141,0.0517,12.93
2024-06-01,B023,0.1463,0.05,17.58
2024-07-01,B023,0.1466,0.0513,13.64
2024-08-01,B023,0.1423,0.049,9.25
2024-09-01,B023,0.1453,0.0506,10.26
2024-10-01,B023,0.1483,0.0509,9.45
2024-11-01,B023,0.1423,0.0508,9.58
2024-12-01,B023,0.1469,0.0503,9.9
2020-01-01,B024,0.2145,0.0438,15.51
2020-02-01,B024,0.2092,0.043,12.06
2020-03-01,B024,0.2067,0.0467,15.61
2020-04-01,B024,0.2093,0.0432,12.82
2020-05-01,B024,0.2157,0.047,10.74
2020-06-01,B024,0.2076,0.047,16.58
2020-07-01,B024,0.219,0.0438,12.31
2020-08-01,B024,0.2167,0.0477,11.53
2020-09-01,B024,0.2186,0.048,16.47
2020-10-01,B024,0.2081,0.0443,15.13
2020-11-01,B024,0.2144,0.0461,16.95
2020-12-01,B024,0.2137,0.0475,10.22
2021-01-01,B024,0.2126,0.047,10.31
2021-02-01,B024,0.2097,0.0461,9.44
2021-03-01,B024,0.2191,0.0476,16.09
2021-04-01,B024,0.2135,0.0481,9.27
2021-05-01,B024,0.2195,0.0487,11.79
2021-06-01,B024,0.2188,0.0482,13.28
2021-07-01,B024,0.22,0.0449,9.5
2021-08-01,B024,0.2202,0.0445,13.39
2021-09-01,B024,0.2245,0.048,13.77
2021-10-01,B024,0.2178,0.0472,14.57
2021-11-01,B024,0.2237,0.0494,15.7
2021-12-01,B024,0.2246,0.0491,16.24
2022-01-01,B024,0.2265,0.0454,17.56
2022-02-01,B024,0.2223,0.046,12.42
2022-03-01,B024,0.218,0.049,12.84
2022-04-01,B024,0.2227,0.0467,15.95
2022-05-01,B024,0.2156,0.0454,10.38
2022-06-01,B024,0.2256,0.0494,17.95
2022-07-01,B024,0.2269,0.0486,15.7
2022-08-01,B024,0.224,0.05,9.19
2022-09-01,B024,0.218,0.0486,12.0
2022-10-01,B024,0.2253,0.0498,11.75
2022-11-01,B024,0.2279,0.0461,9.39
2022-12-01,B024,0.2206,0.0471,10.77
2023-01-01,B024,0.2295,0.0495,12.55
2023-02-01,B024,0.2208,0.0472,16.09
2023-03-01,B024,0.2304,0.0508,10.62
2023-04-01,B024,0.2337,0.0505,14.71
2023-05-01,B024,0.2327,0.0479,15.42
2023-06-01,B024,0.2245,0.0507,14.99
2023-07-01,B024,0.2222,0.0499,14.27
2023-08-01,B024,0.2337,0.0491,11.64
2023-09-01,B024,0.2327,0.0514,9.48
2023-10-01,B024,0.2361,0.0512,15.39
2023-11-01,B024,0.2293,0.0475,16.24
2023-12-01,B024,0.2369,0.0504,14.39
2024-01-01,B024,0.2306,0.0516,14.6
2024-02-01,B024,0.2327,0.051,14.53
2024-03-01,B024,0.238,0.0519,17.57
2024-04-01,B024,0.2319,0.0507,16.14
2024-05-01,B024,0.2364,0.0501,16.45
2024-06-01,B024,0.2306,0.05,16.46
2024-07-01,B024,0.2396,0.0509,15.35
2024-08-01,B024,0.239,0.0515,9.72
2024-09-01,B024,0.2301,0.0491,15.75
2024-10-01,B024,0.2328,0.0491,11.6
2024-11-01,B024,0.2376,0.0499,9.52
2024-12-01,B024,0.2357,0.0493,11.16
2020-01-01,B025,0.1319,0.0447,12.75
2020-02-01,B025,0.1305,0.0462,16.72
2020-03-01,B025,0.127,0.0451,15.16
2020-04-01,B025,0.1294,0.0436,10.11
2020-05-01,B025,0.1344,0.0436,10.66
2020-06-01,B025,0.129,0.0451,15.65
2020-07-01,B025,0.1311,0.0438,14.27
2020-08-01,B025,0.131,0.0478,11.81
2020-09-01,B025,0.131,0.0473,15.63
2020-10-01,B025,0.1321,0.0457,12.56
2020-11-01,B025,0.1361,0.0451,13.09
2020-12-01,B025,0.133,0.0475,10.51
2021-01-01,B025,0.1312,0.0465,13.76
2021-02-01,B025,0.1309,0.045,9.71
2021-03-01,B025,0.1345,0.0458,9.77
2021-04-01,B025,0.1309,0.0445,16.0
2021-05-01,B025,0.1376,0.0477,10.42
2021-06-01,B025,0.1326,0.0475,15.94
2021-07-01,B025,0.1382,0.0487,12.5
2021-08-01,B025,0.1356,0.0474,10.34
2021-09-01,B025,0.1394,0.0455,11.1
2021-10-01,B025,0.1323,0.0476,9.05
2021-11-01,B025,0.1382,0.0485,12.98
2021-12-01,B025,0.1341,0.048,9.51
2022-01-01,B025,0.1327,0.0466,13.83
2022-02-01,B025,0.1344,0.0497,14.13
2022-03-01,B025,0.1394,0.0495,15.92
2022-04-01,B025,0.1378,0.0466,9.71
2022-05-01,B025,0.1382,0.0483,9.4
2022-06-01,B025,0.142,0.0489,10.94
2022-07-01,B025,0.1397,0.0499,11.07
2022-08-01,B025,0.1417,0.0465,9.65
2022-09-01,B025,0.1393,0.0456,14.99
2022-10-01,B025,0.1387,0.0482,9.03
2022-11-01,B025,0.1376,0.0481,10.84
2022-12-01,B025,0.143,0.0463,16.83
2023-01-01,B025,0.1417,0.0477,10.01
2023-02-01,B025,0.136,0.0489,16.79
2023-03-01,B025,0.1428,0.0478,13.25
2023-04-01,B025,0.1419,0.0476,15.4
2023-05-01,B025,0.1416,0.0508,9.98
2023-06-01,B025,0.1404,0.0488,9.94
2023-07-01,B025,0.144,0.0505,15.99
2023-08-01,B025,0.1451,0.0487,11.96
2023-09-01,B025,0.1454,0.0501,9.41
2023-10-01,B025,0.1436,0.0517,14.28
2023-11-01,B025,0.1401,0.0477,13.27
2023-12-01,B025,0.1424,0.0517,9.28
2024-01-01,B025,0.139,0.0499,14.5
2024-02-01,B025,0.139,0.0479,13.54
2024-03-01,B025,0.1434,0.0504,17.54
2024-04-01,B025,0.1474,0.0518,13.7
2024-05-01,B025,0.1469,0.0513,10.47
2024-06-01,B025,0.1419,0.0524,15.61
2024-07-01,B025,0.1482,0.0504,17.76
2024-08-01,B025,0.1453,0.0484,10.02
2024-09-01,B025,0.1475,0.0502,15.89
2024-10-01,B025,0.1466,0.0526,13.8
2024-11-01,B025,0.1458,0.0502,12.27
2024-12-01,B025,0.1472,0.0501,14.42
2020-01-01,B026,0.2113,0.0434,10.42
2020-02-01,B026,0.2056,0.0451,11.37
2020-03-01,B026,0.2157,0.0438,15.03
2020-04-01,B026,0.2163,0.0448,14.12
2020-05-01,B026,0.2173,0.0438,17.68
2020-06-01,B026,0.2149,0.0452,17.39
2020-07-01,B026,0.2102,0.0459,16.66
2020-08-01,B026,0.2096,0.0434,15.06
2020-09-01,B026,0.218,0.0449,11.46
2020-10-01,B026,0.2121,0.0464,10.08
2020-11-01,B026,0.2081,0.0474,9.82
2020-12-01,B026,0.2097,0.0472,15.55
2021-01-01,B026,0.2132,0.045,15.79
2021-02-01,B026,0.2137,0.0461,13.74
2021-03-01,B026,0.2136,0.0475,9.28
2021-04-01,B026,0.2126,0.0461,17.15
2021-05-01,B026,0.2157,0.0475,16.21
2021-06-01,B026,0.2204,0.0487,13.3
2021-07-01,B026,0.219,0.0482,14.6
2021-08-01,B026,0.2202,0.0486,11.1
2021-09-01,B026,0.2163,0.0456,9.34
2021-10-01,B026,0.2198,0.0448,14.67
2021-11-01,B026,0.2237,0.0469,11.31
2021-12-01,B026,0.2245,0.0493,16.59
2022-01-01,B026,0.2227,0.0487,13.25
2022-02-01,B026,0.217,0.0487,11.9
2022-03-01,B026,0.2272,0.0486,10.82
2022-04-01,B026,0.2257,0.0474,15.28
2022-05-01,B026,0.2166,0.0469,15.62
2022-06-01,B026,0.216,0.0458,14.32
2022-07-01,B026,0.2233,0.0475,10.26
2022-08-01,B026,0.2221,0.0471,17.35
2022-09-01,B026,0.221,0.0473,16.0
2022-10-01,B026,0.2298,0.0474,10.8
2022-11-01,B026,0.2207,0.0504,10.66
2022-12-01,B026,0.2226,0.0474,14.4
2023-01-01,B026,0.22,0.0468,9.59
2023-02-01,B026,0.2316,0.0468,14.9
2023-03-01,B026,0.2233,0.0495,13.29
2023-04-01,B026,0.2277,0.0483,14.22
2023-05-01,B026,0.2269,0.0473,13.76
2023-06-01,B026,0.2283,0.0472,10.11
2023-07-01,B026,0.2281,0.0509,17.24
2023-08-01,B026,0.2286,0.0484,11.16
2023-09-01,B026,0.2273,0.0481,9.02
2023-10-01,B026,0.2333,0.0494,9.08
2023-11-01,B026,0.2336,0.0516,12.04
2023-12-01,B026,0.2293,0.0491,15.72
2024-01-01,B026,0.2277,0.0519,17.01
2024-02-01,B026,0.2258,0.049,9.28
2024-03-01,B026,0.2303,0.0498,16.06
2024-04-01,B026,0.231,0.0483,17.87
2024-05-01,B026,0.2258,0.0515,11.67
2024-06-01,B026,0.2298,0.0502,12.42
2024-07-01,B026,0.24,0.0507,9.34
2024-08-01,B026,0.2384,0.0497,13.94
2024-09-01,B026,0.2319,0.049,9.13
2024-10-01,B026,0.2413,0.05,16.15
2024-11-01,B026,0.2372,0.0504,13.03
2024-12-01,B026,0.2316,0.0486,13.76
2020-01-01,B027,0.1476,0.0451,9.92
2020-02-01,B027,0.1543,0.047,14.77
2020-03-01,B027,0.1503,0.044,17.76
2020-04-01,B027,0.1537,0.0435,12.3
2020-05-01,B027,0.1533,0.0447,15.85
2020-06-01,B027,0.1483,0.044,14.35
2020-07-01,B027,0.1513,0.0437,12.08
2020-08-01,B027,0.1525,0.0437,13.25
2020-09-01,B027,0.1505,0.045,16.85
2020-10-01,B027,0.1552,0.0464,13.34
2020-11-01,B027,0.1514,0.0476,11.24
2020-12-01,B027,0.1553,0.0471,16.31
2021-01-01,B027,0.1536,0.0473,16.17
2021-02-01,B027,0.1549,0.046,9.15
2021-03-01,B027,0.1532,0.0442,12.57
2021-04-01,B027,0.1565,0.0463,12.74
2021-05-01,B027,0.1576,0.0456,9.84
2021-06-01,B027,0.1516,0.0473,14.34
2021-07-01,B027,0.1545,0.0488,15.64
2021-08-01,B027,0.1592,0.0484,15.02
2021-09-01,B027,0.1581,0.047,9.97
2021-10-01,B027,0.1538,0.0451,15.42
2021-11-01,B027,0.1587,0.0462,14.29
2021-12-01,B027,0.1528,0.0469,14.37
2022-01-01,B027,0.1606,0.0468,13.41
2022-02-01,B027,0.1611,0.0483,11.33
2022-03-01,B027,0.1575,0.0498,9.06
2022-04-01,B027,0.1553,0.0462,12.61
2022-05-01,B027,0.1586,0.0478,10.93
2022-06-01,B027,0.1564,0.0463,12.42
2022-07-01,B027,0.1548,0.0483,10.83
2022-08-01,B027,0.1627,0.0497,9.51
2022-09-01,B027,0.1556,0.0485,13.68
2022-10-01,B027,0.1644,0.0464,10.3
2022-11-01,B027,0.1588,0.0494,14.83
2022-12-01,B027,0.1654,0.0487,12.6
2023-01-01,B027,0.1633,0.0505,11.38
2023-02-01,B027,0.1591,0.0465,13.7
2023-03-01,B027,0.1634,0.0506,13.28
2023-04-01,B027,0.1588,0.0503,10.11
2023-05-01,B027,0.163,0.0508,9.68
2023-06-01,B027,0.1669,0.0497,13.59
2023-07-01,B027,0.1641,0.0504,9.46
2023-08-01,B027,0.1609,0.0489,13.68
2023-09-01,B027,0.167,0.0477,13.08
2023-10-01,B027,0.1639,0.0468,14.92
2023-11-01,B027,0.1669,0.0511,15.9
2023-12-01,B027,0.1628,0.0511,9.03
2024-01-01,B027,0.1689,0.0519,10.58
2024-02-01,B027,0.1675,0.0505,12.45
2024-03-01,B027,0.1682,0.051,13.17
2024-04-01,B027,0.1675,0.051,15.0
2024-05-01,B027,0.167,0.0512,14.11
2024-06-01,B027,0.164,0.0522,12.33
2024-07-01,B027,0.1674,0.0516,9.3
2024-08-01,B027,0.1676,0.0477,15.84
2024-09-01,B027,0.1677,0.0487,10.62
2024-10-01,B027,0.1687,0.0488,12.49
2024-11-01,B027,0.165,0.0481,14.92
2024-12-01,B027,0.1734,0.0516,11.65
2020-01-01,B028,0.1531,0.0449,17.2
2020-02-01,B028,0.1537,0.0467,12.62
2020-03-01,B028,0.1492,0.0472,12.94
2020-04-01,B028,0.1527,0.0475,13.96
2020-05-01,B028,0.1471,0.0465,16.83
2020-06-01,B028,0.1561,0.0464,17.78
2020-07-01,B028,0.1563,0.0462,11.13
2020-08-01,B028,0.148,0.0449,9.12
2020-09-01,B028,0.1483,0.0459,9.5
2020-10-01,B028,0.1567,0.0439,12.46
2020-11-01,B028,0.151,0.0472,13.23
2020-12-01,B028,0.1489,0.0461,14.66
2021-01-01,B028,0.1578,0.0443,17.65
2021-02-01,B028,0.1574,0.0455,16.38
2021-03-01,B028,0.1552,0.0456,9.15
2021-04-01,B028,0.1508,0.0483,11.96
2021-05-01,B028,0.1571,0.0482,15.59
2021-06-01,B028,0.1536,0.0463,16.28
2021-07-01,B028,0.1533,0.0447,10.22
2021-08-01,B028,0.1604,0.0484,17.36
2021-09-01,B028,0.1544,0.049,9.78
2021-10-01,B028,0.1527,0.0448,9.57
2021-11-01,B028,0.1571,0.0455,13.72
2021-12-01,B028,0.1547,0.045,13.27
2022-01-01,B028,0.1555,0.0488,13.51
2022-02-01,B028,0.1579,0.0491,15.51
2022-03-01,B028,0.1591,0.0467,11.45
2022-04-01,B028,0.1631,0.0465,15.34
2022-05-01,B028,0.156,0.0474,11.58
2022-06-01,B028,0.1571,0.0495,11.73
2022-07-01,B028,0.1574,0.048,13.71
2022-08-01,B028,0.1616,0.0502,12.33
2022-09-01,B028,0.1569,0.0502,12.97
2022-10-01,B028,0.1559,0.0498,10.62
2022-11-01,B028,0.1643,0.0471,11.96
2022-12-01,B028,0.1653,0.0468,13.27
2023-01-01,B028,0.1602,0.0501,16.55
2023-02-01,B028,0.1653,0.0472,11.53
2023-03-01,B028,0.1608,0.0506,17.01
2023-04-01,B028,0.1662,0.0494,13.79
2023-05-01,B028,0.1607,0.0492,13.67
2023-06-01,B028,0.1645,0.0466,10.61
2023-07-01,B028,0.163,0.0512,16.35
2023-08-01,B028,0.1659,0.0481,12.8
2023-09-01,B028,0.1631,0.0485,10.68
2023-10-01,B028,0.1687,0.0481,9.16
2023-11-01,B028,0.1606,0.0489,15.32
2023-12-01,B028,0.1693,0.0505,14.46
2024-01-01,B028,0.1665,0.0474,12.56
2024-02-01,B028,0.1604,0.049,9.35
2024-03-01,B028,0.1652,0.0486,10.67
2024-04-01,B028,0.1644,0.0501,11.16
2024-05-01,B028,0.1684,0.0476,11.56
2024-06-01,B028,0.1693,0.0497,16.26
2024-07-01,B028,0.1633,0.0513,16.27
2024-08-01,B028,0.1656,0.0491,12.65
2024-09-01,B028,0.165,0.0513,16.7
2024-10-01,B028,0.1721,0.0514,10.51
2024-11-01,B028,0.1655,0.0517,11.44
2024-12-01,B028,0.1714,0.0485,13.61
2020-01-01,B029,0.1469,0.0457,13.02
2020-02-01,B029,0.1468,0.0445,10.82
2020-03-01,B029,0.1512,0.0456,12.75
2020-04-01,B029,0.154,0.0446,16.48
2020-05-01,B029,0.1503,0.047,12.91
2020-06-01,B029,0.1513,0.0452,10.82
2020-07-01,B029,0.1502,0.0469,9.63
2020-08-01,B029,0.1481,0.0469,12.87
2020-09-01,B029,0.1552,0.0467,15.63
2020-10-01,B029,0.1526,0.0443,11.78
2020-11-01,B029,0.153,0.0443,11.73
2020-12-01,B029,0.1492,0.0444,9.96
2021-01-01,B029,0.1556,0.0472,16.07
2021-02-01,B029,0.156,0.0456,9.12
2021-03-01,B029,0.1567,0.0477,10.91
2021-04-01,B029,0.1547,0.0477,11.03
2021-05-01,B029,0.1594,0.0465,17.52
2021-06-01,B029,0.1571,0.0464,9.41
2021-07-01,B029,0.1569,0.0478,10.85
2021-08-01,B029,0.1552,0.0486,9.45
2021-09-01,B029,0.1522,0.0454,11.96
2021-10-01,B029,0.1565,0.0478,14.15
2021-11-01,B029,0.1584,0.0483,11.74
2021-12-01,B029,0.1611,0.048,14.63
2022-01-01,B029,0.1587,0.0459,17.89
2022-02-01,B029,0.1585,0.0456,13.58
2022-03-01,B029,0.16,0.0465,16.51
2022-04-01,B029,0.1577,0.0494,15.88
2022-05-01,B029,0.1541,0.0496,14.17
2022-06-01,B029,0.1593,0.0497,9.1
2022-07-01,B029,0.1551,0.0499,11.7
2022-08-01,B029,0.1585,0.0477,9.89
2022-09-01,B029,0.1571,0.0456,15.43
2022-10-01,B029,0.1581,0.0486,10.07
2022-11-01,B029,0.1586,0.0497,15.34
2022-12-01,B029,0.159,0.0459,14.6
2023-01-01,B029,0.1641,0.0475,17.1
2023-02-01,B029,0.1616,0.0508,17.71
2023-03-01,B029,0.158,0.0495,9.78
2023-04-01,B029,0.1652,0.0466,14.71
2023-05-01,B029,0.1635,0.0474,15.23
2023-06-01,B029,0.1659,0.0496,10.66
2023-07-01,B029,0.1594,0.0485,17.07
2023-08-01,B029,0.1677,0.0514,16.41
2023-09-01,B029,0.165,0.0506,12.77
2023-10-01,B029,0.1629,0.0496,13.75
2023-11-01,B029,0.1686,0.05,10.09
2023-12-01,B029,0.1654,0.051,16.41
2024-01-01,B029,0.1665,0.0474,17.64
2024-02-01,B029,0.1635,0.0472,14.98
2024-03-01,B029,0.1646,0.0486,10.44
2024-04-01,B029,0.1685,0.0482,12.8
2024-05-01,B029,0.1621,0.0505,14.66
2024-06-01,B029,0.1633,0.0512,15.72
2024-07-01,B029,0.1668,0.0511,16.99
2024-08-01,B029,0.1641,0.0525,9.85
2024-09-01,B029,0.1681,0.0504,9.75
2024-10-01,B029,0.1718,0.0489,11.15
2024-11-01,B029,0.1729,0.051,12.82
2024-12-01,B029,0.1719,0.0501,14.91
2020-01-01,B030,0.1268,0.0454,17.76
2020-02-01,B030,0.1308,0.0438,16.16
2020-03-01,B030,0.1295,0.046,16.7
2020-04-01,B030,0.1322,0.0431,12.54
2020-05-01,B030,0.1297,0.0454,12.47
2020-06-01,B030,0.1311,0.0443,11.36
2020-07-01,B030,0.1278,0.0451,9.66
2020-08-01,B030,0.1317,0.0442,14.13
2020-09-01,B030,0.1294,0.0461,10.77
2020-10-01,B030,0.1312,0.0449,17.45
2020-11-01,B030,0.1339,0.0448,15.89
2020-12-01,B030,0.136,0.0448,9.86
2021-01-01,B030,0.1372,0.0467,9.3
2021-02-01,B030,0.1337,0.0447,11.73
2021-03-01,B030,0.1366,0.0471,10.67
2021-04-01,B030,0.1342,0.0458,16.28
2021-05-01,B030,0.1309,0.0472,17.23
2021-06-01,B030,0.1372,0.0471,16.41
2021-07-01,B030,0.1345,0.0483,13.91
2021-08-01,B030,0.1328,0.0463,15.25
